LocationID,TractFIPS_2020_str,StateAbbr,StateDesc,CountyName,Annual Checkup,Arthritis,Binge Drinking,COPD,Cancer (except skin),Cervical Cancer Screening,Cholesterol Screening,Chronic Kidney Disease,Colorectal Cancer Screening,Core preventive services for older men,Core preventive services for older women,Coronary Heart Disease,Current Asthma,Current Smoking,Dental Visit,Diabetes,Health Insurance,High Blood Pressure,High Cholesterol,Mammography,Mental Health,Obesity,Physical Health,Physical Inactivity,Sleep <7 hours,Stroke,Taking BP Medication,Teeth Loss
47157010500,47157010500,TN,Tennessee,Shelby,79.1,34.7,10.8,13.1,5.9,80.7,77.5,5.1,52.8,18.8,13.7,10.6,13.6,30.5,39.2,21.5,29.3,45.4,35.7,77.2,21.8,42.2,23.4,46.9,51.8,7.2,79.9,40.2
47157010610,47157010610,TN,Tennessee,Shelby,75.9,27.4,12.6,10.4,3.8,80.8,73.7,3.7,49.3,18.6,16.3,6.9,13.8,32.2,38.5,17,30.8,39.4,30.9,78.2,23.6,43.1,21.5,44.4,53.5,4.9,73.5,35.4
47157010620,47157010620,TN,Tennessee,Shelby,77,23.5,13.1,8.4,3.2,81.4,71.9,3,53,18.7,16.3,5,14.2,30.1,42.1,13.7,26.9,37.3,27.4,80.5,23.3,41,18.3,39.9,54,3.9,70.2,32.1
47157010630,47157010630,TN,Tennessee,Shelby,75.2,26.2,12.4,10.7,3.5,78.9,69.7,3.8,47.9,17.5,14.4,6.6,14.6,34.2,35.1,16.6,33.6,39.2,29.9,78.5,25.5,43.8,22.2,45.8,54,5,71.4,41.9
47157010710,47157010710,TN,Tennessee,Shelby,78.9,28.8,12.6,8.6,5.3,84.8,81.1,3.4,58.2,25.4,19.6,6.8,11.9,23.8,52.8,15.4,21.5,39.7,32.7,78,17.4,36.7,16.6,36,49.2,4.4,78.1,22.9
47157010720,47157010720,TN,Tennessee,Shelby,79.4,30,11.8,10.1,4.9,82.9,77.9,3.8,54.8,22.3,18.2,7.6,13.3,28.3,45.5,17.1,22.8,42.8,32.8,78.7,20.7,41.5,19.5,39.8,52.5,5.1,77.2,28.6
47157010810,47157010810,TN,Tennessee,Shelby,78.4,27.4,12.3,9.3,4.2,82.9,76.7,3.4,53.3,22.2,17.6,6.2,13.5,29,44.9,15.9,24.1,40.6,30.9,78.8,21.2,40.9,18.8,39.6,53,4.5,75.3,29
47157010820,47157010820,TN,Tennessee,Shelby,80.8,29.6,12.2,8.2,5.5,86.6,82.5,3.5,62.6,25.9,21,6.5,12.2,21.7,56,15.9,18.1,42.8,33.4,79.5,16.6,37.7,16,33.4,49.6,4.5,79.7,19.6
47157011010,47157011010,TN,Tennessee,Shelby,77.9,30.2,12.4,10.3,5.2,83.5,78.3,3.6,55.1,23.3,19,7.2,13.2,27.6,48.4,15.9,22.7,40.9,33.6,77.3,20.3,39,19.2,38.8,49.8,4.7,77.7,27.2
47157011020,47157011020,TN,Tennessee,Shelby,79.4,26.6,13.5,7.9,4.6,85.5,79.6,3.1,58.4,23.1,19.8,5.7,12.7,24.5,52.5,14.6,20.7,40.4,30.8,80.1,18.1,38,15.7,34,51.5,4.2,76,23
47157011100,47157011100,TN,Tennessee,Shelby,82.6,40.1,9,15.6,6.4,80.8,79.8,6.4,50.9,16.2,13.3,12.6,14.9,32.8,35.5,27.8,27.4,55.4,39.7,78.6,22.8,47.1,27.4,50.3,54.8,9.5,84,43.8
47157011200,47157011200,TN,Tennessee,Shelby,82.4,40.7,8.7,17.1,6.1,79.6,78.8,6.7,48.3,15.2,12.9,13.3,16,35.6,32.5,29,28.8,55,39.8,78.9,24.7,48.6,29.1,51.8,55.6,10,83.7,47.1
47157011300,47157011300,TN,Tennessee,Shelby,78.4,32.4,11.6,12.3,4.6,79.8,77.5,4.7,50.3,17.6,14.4,9.5,13.5,33,39,21.6,24.2,46.4,35.3,80.7,22.3,44.3,23.2,43.4,53.7,6.7,79.6,37.1
47157011400,47157011400,TN,Tennessee,Shelby,74.5,24.9,14.6,10.9,3.1,78.8,68.7,3.7,46.3,15.7,13.1,7.3,13.3,37.5,33.3,17,30.5,41.5,29.8,80,24.2,44,21.6,43.4,55.1,5.3,70.1,43.8
47157011500,47157011500,TN,Tennessee,Shelby,82.4,39.2,9.1,15.3,5.9,80.1,79.7,6.1,51.1,15.6,13.2,11.9,15.1,34.4,34.2,27.3,27.3,53.9,38.5,79.4,23.5,48.4,27.2,51.2,55.8,9.1,83.4,45
47157011600,47157011600,TN,Tennessee,Shelby,81.7,36.8,9.4,14.9,5.4,79.4,75.8,5.9,49.9,15.3,12.6,11.4,15.5,34.8,33.2,25.5,27.8,52.1,37.5,79.5,25.3,47.8,27,50.3,56.2,8.7,81.3,46.6
47157011700,47157011700,TN,Tennessee,Shelby,83.8,39.8,8.9,13.6,6.9,83.5,81.7,6,57.6,18.3,14.8,11.8,14.2,27.9,41.6,26.1,23.5,55.5,40,79.9,20.1,44.7,24.1,46.4,52.9,8.7,85.2,36.2
47157011800,47157011800,TN,Tennessee,Shelby,74.1,27.6,14.5,9.9,5.1,82.5,75.6,3.2,55,23.7,18.3,7.1,12,27,49.4,13.4,25,35,32.2,75.8,19.8,35.3,18,36.8,46.8,4.1,73.9,26.8
47157020101,47157020101,TN,Tennessee,Shelby,78,34.6,12,13.3,5.8,81.5,78.2,4.3,53.8,21.3,18.1,9.6,13.6,31.2,44.5,18.6,22.3,43,36.5,76,22,40.6,22.4,41.4,50,5.8,78.9,30.7
47157020102,47157020102,TN,Tennessee,Shelby,76.8,32.2,15.8,8.8,7.6,86.5,84.7,2.9,66.5,31,25.6,7.2,10,19.4,68.6,11.8,11.7,35.8,37.8,74.6,14.4,28.7,14.3,26.6,39.8,3.5,80.2,12.8
47157020210,47157020210,TN,Tennessee,Shelby,75.4,29.7,15.6,9.2,6.2,84.4,80.6,3,62.2,27.7,22.1,7,11,23.5,59.8,12.8,16.9,35.8,34.8,74.7,16.9,32.1,15.8,31.2,44.2,3.8,77.6,18.3
47157020221,47157020221,TN,Tennessee,Shelby,77.8,32.2,14.4,9.3,7.1,85.4,83.7,3.3,63.7,28.6,22.9,7.8,10.8,21.4,62.2,13.9,14.8,38.1,36.3,74.8,15.6,32.1,15.6,30.7,43.5,4.1,80.4,17.1
47157020222,47157020222,TN,Tennessee,Shelby,74.6,26.7,15.8,8.5,4.9,85,78.1,2.7,59,25.4,21.5,5.8,11.6,25.2,56.8,11.9,18.5,33.9,32,76.2,18.3,33.8,15.8,32,46.1,3.4,74.4,19.8
47157020300,47157020300,TN,Tennessee,Shelby,77.1,36.2,13.6,12.1,8.1,82.5,80.4,3.9,61.1,26.6,20.7,9.9,11.4,24,57.3,15.5,16.8,40.5,39.5,72.6,17.9,32.3,19,34.8,42.6,5,81.7,21.8
47157020400,47157020400,TN,Tennessee,Shelby,67.2,12.1,23.7,3.7,2.1,86.2,70.7,1.2,57.2,27.5,27.7,2,9.5,21,63.3,4.3,15.9,16.7,17.8,76.3,16.9,26.7,8.9,21.4,44,1.2,48.7,11.7
47157020511,47157020511,TN,Tennessee,Shelby,82.3,33.4,11.2,9.2,6.6,87.2,85.1,3.9,61.8,25.5,20.2,7.9,12.1,21.2,57.1,17.6,16.3,44.8,35.7,79.7,15.7,37.6,16.6,34.2,47.9,5.1,82.1,20.3
47157020512,47157020512,TN,Tennessee,Shelby,80.2,31,11.5,10.6,5.4,82.2,78.7,4,56.9,20.9,17.4,7.9,13.8,27.4,46.4,17.5,22.4,42.1,32.8,78.2,20.7,40.1,19.5,39.4,51.3,5.5,77.8,29.5
47157020521,47157020521,TN,Tennessee,Shelby,79.3,29.5,11.4,10.9,4,81.8,76.1,3.8,52,18.6,15.3,6.7,15.1,33.1,39.3,17.5,24.5,41.4,30.4,80,24.3,44.6,21.6,43.3,55.4,5.3,75.1,34.3
47157020523,47157020523,TN,Tennessee,Shelby,78.7,29.6,11.6,11.1,4.3,82,74.1,3.8,51.5,19.1,15.9,7,14.9,32.8,39.8,17.1,25.9,43,32,79.1,24.1,43.4,21.5,43.5,54.5,5.2,75.4,34.5
47157020524,47157020524,TN,Tennessee,Shelby,79.8,29,12.2,9.2,4.7,85.2,79.3,3.5,57.5,21.6,18.5,6.4,13.4,27.2,48.1,16.4,21.4,42.7,32.2,79.4,20.2,40.8,18.6,38.2,52.8,4.7,77.5,26
47157020531,47157020531,TN,Tennessee,Shelby,74.9,22.7,15.2,6.9,3.7,85.6,77.3,2.6,57.5,24.7,20.3,4.6,11.8,24.7,52.4,11.5,23,31.8,27,77.9,18.8,37.5,15.1,33.4,49.8,3.1,69.7,20.9
47157020532,47157020532,TN,Tennessee,Shelby,80.9,31.3,12.1,9.1,6.2,86.3,83.2,3.7,61,25.2,19.4,7.5,12.3,22.7,54.8,15.9,18.3,41.2,33,78.4,17.1,37.2,16.7,34.9,48.9,4.8,79.4,21.6
47157020541,47157020541,TN,Tennessee,Shelby,79.9,31,12.3,9.5,5.9,85.6,81.6,3.6,59.7,25.3,19.8,7.4,12.4,24.1,53.5,15.5,18.8,41.3,33.7,78,18.3,37.6,17.8,35.8,49.1,4.6,78.9,22.1
47157020542,47157020542,TN,Tennessee,Shelby,78.1,25.8,12.7,8.6,4,82.7,75.5,3.2,54.8,22.1,17.8,5.7,13.8,27.8,46.3,13.8,22.6,37.2,28.6,79.2,21.9,40.1,17.7,37.7,52.3,4.1,72.6,27.3
47157020610,47157020610,TN,Tennessee,Shelby,76.8,24.4,14.6,7.2,4.6,85.3,79.2,2.6,60.6,26.9,21,5.1,11.8,23.6,55.7,11.3,18.3,32.3,28,77.6,17.7,35,14.1,31.4,48.3,3.2,72,19.4
47157020621,47157020621,TN,Tennessee,Shelby,77.5,27.6,14.2,8.2,5.4,84.8,80,3,61.7,27.1,22.2,6.4,11.7,22.7,57.1,12.8,17.2,35.8,31.7,77.2,17.7,34.9,15.4,31.3,47.2,3.7,76,18.4
47157020622,47157020622,TN,Tennessee,Shelby,77.9,33.9,14.3,9.4,8.7,85.3,83.9,3.4,66.9,30.3,22.5,8.6,9.8,18.5,66.4,12.7,13.6,37.5,37.9,74.1,14.1,27.7,14.8,29,39.3,4.1,81.6,15.4
47157020632,47157020632,TN,Tennessee,Shelby,74.7,26.4,17.8,6.5,6.5,88,83.6,2.2,67,33.8,27,5.2,9.5,17.3,72.3,8.8,10.9,28.7,32.5,75.2,13.6,26.3,11.5,22.6,39.4,2.5,75.4,10.2
47157020633,47157020633,TN,Tennessee,Shelby,76.7,30.9,16,7.8,8,87.6,85,2.7,68,33.8,26.1,7,9.4,16.8,72,10.4,10.6,33.2,36.3,74.5,13.1,26.4,12.7,24.3,38.1,3.2,79.4,11
47157020634,47157020634,TN,Tennessee,Shelby,77,33.5,14.9,9.3,8.3,85.8,83.6,3.1,64.4,30.9,23.2,7.9,9.9,18.8,67.9,11.9,11.8,36.7,38.6,74.6,14.5,27.7,14.9,27.7,39,3.8,81.2,14.2
47157020635,47157020635,TN,Tennessee,Shelby,74.6,28.2,17.7,7.5,6.8,86.7,81.9,2.4,67.7,31.6,25.1,5.9,9.7,18.9,70.3,9.4,11.6,31.5,34.9,75.2,14.5,26.7,12.6,24.1,39.6,2.8,77.1,11.7
47157020642,47157020642,TN,Tennessee,Shelby,76.1,24.8,17.1,5.8,5.7,89.3,84.6,2.3,67.8,32.3,26.4,4.7,9.8,16.7,71.4,9.4,10.9,30,30.9,77.7,13.3,28.8,11.2,22.6,41.7,2.6,75.1,10.2
47157020643,47157020643,TN,Tennessee,Shelby,75.9,26,17.3,6.2,6.5,88.7,84.5,2.2,68.1,34.1,27.5,5.1,9.4,16.3,73,9,10.7,30.1,32.8,76.1,12.8,26.7,11,22.4,40,2.5,76.3,9.4
47157020644,47157020644,TN,Tennessee,Shelby,76.8,25,15.9,6.2,5.5,88.5,83,2.4,66.1,30.8,24.7,4.9,10.3,18.8,66.6,10.1,13.8,31.7,30.2,77.2,14.5,30.7,12.2,26,44.3,2.8,74.8,12.7
47157020651,47157020651,TN,Tennessee,Shelby,76.8,33,13.9,10.6,6.9,83.9,81.3,3.4,61,26.9,21.4,8.2,11.4,24.2,57.6,14.2,16.6,38.3,36.8,74.8,17.6,33.2,17.5,33.5,44.2,4.3,79.7,20.3
47157020652,47157020652,TN,Tennessee,Shelby,75.7,30.9,16.2,8.6,7.4,85.7,83.3,2.7,65.8,31.1,24.5,6.8,10,19.4,68.3,10.8,12.1,32.9,36,74.5,14.9,27.7,14.1,26.6,39.9,3.3,78.7,13.3
47157020700,47157020700,TN,Tennessee,Shelby,77.1,31.9,15.9,8.2,7.9,87.2,85,2.8,68.1,32.5,26,7,9.6,18,70.8,11.3,10.8,35.4,37.6,74.3,13.5,27.8,13.3,25.1,39.1,3.3,80.2,11.5
47157020810,47157020810,TN,Tennessee,Shelby,77.1,29.1,16.5,7.1,7,88.2,84.8,2.6,67.7,31.9,25.7,5.9,9.8,17.1,71.4,10.8,10.6,33.9,34.9,76,13.5,28.4,12.4,24.1,40.6,3.1,78.9,11.5
47157020820,47157020820,TN,Tennessee,Shelby,74.3,24.5,18,5.8,6.1,88.8,83.9,2.1,69,33.8,27.8,4.8,9,16.5,73.4,8.3,10.5,27.7,31.6,75.8,12.6,26,10.5,21.2,39.2,2.3,74.3,9.2
47157020831,47157020831,TN,Tennessee,Shelby,74.5,25.1,17.9,6.1,6.2,88.2,83.2,2.2,68.4,34,27.2,5,9.4,16.9,72,8.5,11,28,31.4,75.8,13.3,26.5,10.9,21.9,39.4,2.4,74.7,9.7
47157020832,47157020832,TN,Tennessee,Shelby,77.2,28.2,15.9,6.5,7,88.6,85.9,2.6,69.3,33.7,26.7,5.8,9.4,15.1,73.6,10.2,9.6,32.5,34.7,77.6,12.4,27.1,11.6,22.1,39,2.9,78.7,9.7
47157020900,47157020900,TN,Tennessee,Shelby,72.2,20.5,20,4.8,4.8,89.9,82.1,1.7,67.7,33.8,27.4,3.5,9.3,17.1,73.2,6.7,10.5,23.8,27.3,77.4,13.4,26.6,9.6,19.9,40.4,1.8,68.7,9.2
47157021010,47157021010,TN,Tennessee,Shelby,74.7,21.1,17.9,4.9,4.6,88.7,82.3,2,67,31.9,26.2,3.8,9.7,17.1,69.4,8,12,26.9,27.2,78.2,13.7,28.8,10.2,22,43.1,2.1,70.7,10.1
47157021020,47157021020,TN,Tennessee,Shelby,75.8,24.4,17,5.7,5.7,88.9,84.1,2.2,67.4,33.3,27.5,4.8,9.6,15.9,72.2,8.9,10.5,29.5,31.3,77.5,13,27.9,10.9,21.6,40.6,2.4,74.9,9.4
47157021111,47157021111,TN,Tennessee,Shelby,73.4,24.6,15.9,8,4.5,84,76.6,2.7,57.7,26.4,21.2,5.7,11.4,25.2,54.3,11.2,20.5,30.7,29.4,76.5,19,34.3,15.5,32.4,46.8,3.2,71,21.3
47157021112,47157021112,TN,Tennessee,Shelby,71.9,25.8,16.7,8.8,4.9,83.1,76.3,2.7,57.6,25,20.8,6,10.9,25.8,55.1,11.1,21.6,30.4,31.4,74.3,18.7,32.3,16,32.9,44.6,3.2,72.2,21.1
47157021113,47157021113,TN,Tennessee,Shelby,73.2,22.6,17.3,6.5,4.4,85.7,78.5,2.2,61.3,28.5,24,4.4,10.7,22,61.7,9.3,17,28.5,28.5,76.2,16.9,31,13,27.7,44.9,2.5,70.6,15.4
47157021121,47157021121,TN,Tennessee,Shelby,76.2,24.4,16.5,6.4,6,85.8,79.7,2.5,66.6,31.7,23.1,5.4,10.2,17.9,65.5,9.1,14.8,30.6,29.3,74.9,14.9,28.2,11.7,25.8,42.8,2.9,73.7,13.7
47157021122,47157021122,TN,Tennessee,Shelby,73.8,24,16,7.6,4.6,82.6,76.5,2.5,59.7,27,21.9,5.5,10.9,23.4,56.8,10.6,18.9,30.1,29.7,75.3,18.1,32.1,14.5,30.8,45.2,3,71.5,18.9
47157021124,47157021124,TN,Tennessee,Shelby,73.4,22.5,17,6.3,4.6,86.1,78.2,2.3,61.9,28.3,21.3,4.5,10.4,22,60.8,9.2,17.2,28.5,27.7,76.4,16.6,31.2,12.8,28.3,45.4,2.6,70.3,16.9
47157021125,47157021125,TN,Tennessee,Shelby,76.6,28.2,15,7.1,6.8,85.8,82.9,2.8,66.3,30.5,23.5,6.3,9.7,16.9,67.7,10.9,12.1,32.7,33.5,76.6,13.7,28.1,12.6,25.5,40.3,3.2,78.3,12.7
47157021126,47157021126,TN,Tennessee,Shelby,73.2,21.3,18.3,5.5,4.9,85,79.5,2,66,31.9,25.7,4.2,9.7,17.7,68.1,7.8,13.1,25.4,27.8,76.8,14.5,26.3,10.6,23,41.4,2.2,70.6,11.4
47157021135,47157021135,TN,Tennessee,Shelby,74.5,23.9,17.1,6.3,5.3,86.2,80.1,2.2,65.1,30.5,24.2,4.7,10.2,19.2,66,9,14.2,28.6,29.5,76.6,15.5,28.6,12.1,25.4,43.1,2.6,72.8,12.6
47157021136,47157021136,TN,Tennessee,Shelby,77,26.4,16,6.1,6.3,88.9,86,2.3,68.7,32.9,27.8,5,9.6,15.7,72.6,9.7,10.5,31.2,33.1,77.8,12.7,27.7,11.4,22.4,40.6,2.6,77,9
47157021137,47157021137,TN,Tennessee,Shelby,75.2,24.4,16.9,5.9,5.7,87.2,82.9,2.2,66.5,32.3,26.1,4.8,9.5,16.9,69.8,9,11.8,28.4,30.4,76.7,13.5,27.6,11,23,40.9,2.5,74.2,10.7
47157021138,47157021138,TN,Tennessee,Shelby,75.7,22.9,16.7,5.2,5.4,88.2,83.6,2.1,68.2,32.7,27.5,4.4,9.5,15.2,71.6,8.6,10.7,27.8,29.5,78.4,12.7,27.4,10.2,21,40.8,2.3,73.7,9
47157021139,47157021139,TN,Tennessee,Shelby,77.2,26.8,16.2,5.7,7.1,89.1,86.4,2.3,69.2,35.4,27.4,5.2,9,13.5,76.3,9.1,8.8,31,34.3,77,11.3,25,10.2,20.2,37.5,2.5,78.3,7.9
47157021140,47157021140,TN,Tennessee,Shelby,75.1,25.2,17.2,6.3,5.9,86.6,82.3,2.3,66.2,32.6,25.7,5.3,9.6,17.2,69.7,9.1,11.6,29,31.5,76.2,14.1,27.5,11.6,23.5,40.7,2.6,74.8,10.9
47157021141,47157021141,TN,Tennessee,Shelby,76,24.8,16.3,6.1,5.5,87.3,83,2.3,65.1,31.5,25.3,4.9,10,17.9,68.2,9.8,12.8,30.9,31.1,77.5,14.1,29,11.9,24.8,43,2.7,75.1,11.5
47157021142,47157021142,TN,Tennessee,Shelby,76.8,26.8,16.8,6.3,6.9,87.5,84.3,2.4,71,34.9,28.4,5.5,9.6,15.3,73.1,9.2,10.6,30.8,32.9,75.8,13,26.4,11,21.8,39.5,2.6,77.2,9
47157021200,47157021200,TN,Tennessee,Shelby,69.9,16.3,20,6.1,2.3,83.6,69.8,2,47.3,21.4,22.3,3.9,10.5,32.5,43.4,9.3,29.4,30.8,23.2,74.7,19.9,37.2,14.3,34.3,53,2.6,58.3,26.9
47157021311,47157021311,TN,Tennessee,Shelby,81.2,33.2,12.9,6.4,10.4,89.1,89.6,3,73.8,37.6,29.1,7.4,8.4,9.8,79.3,10.4,7.2,36.2,39.1,76.3,9.2,22.5,10.4,19.7,32.8,3.2,83.7,6.9
47157021312,47157021312,TN,Tennessee,Shelby,74.8,23.7,17.4,5.4,6.3,86.2,82.6,2.2,69.6,34.7,27.3,5,8.9,14.2,73.5,8.1,10.4,27,30.6,76.7,12.2,23.8,9.9,20.4,37.9,2.4,75.2,9.1
47157021320,47157021320,TN,Tennessee,Shelby,78.6,29.8,14.6,6.8,8.1,88.2,86,2.8,70.1,34.8,26,6.6,9.6,13.7,73.2,10.2,9.9,33.2,34.8,76.8,12.1,26.1,11.6,22.6,37.5,3.1,79.8,9.8
47157021331,47157021331,TN,Tennessee,Shelby,79.3,31.8,14,7.6,8.4,88,85.5,3.1,68.6,33.4,25.5,7.3,9.7,14.9,71.4,11.6,10.9,37.4,37.1,76.2,12.6,27.3,12.7,24.8,38.7,3.5,81.9,11.1
47157021333,47157021333,TN,Tennessee,Shelby,78.3,27.4,14.8,6.5,6.6,87.8,83.7,2.7,67.9,32.7,26.1,5.8,10,15.4,69.7,10.7,11.8,35.1,34,78.1,13.3,29.1,12,24,41.3,3,78.5,10.8
47157021334,47157021334,TN,Tennessee,Shelby,78.6,27.1,13.8,7.3,5.9,86.3,80.9,3,63.8,28.3,20.5,6.2,11.1,19,60.9,11.8,16.4,35.9,31.2,77.7,15.7,32.9,13.9,29.6,45.3,3.6,76.5,17.1
47157021341,47157021341,TN,Tennessee,Shelby,78.7,29.9,15,6,8.6,89.3,88.6,2.6,71.9,37.1,28.4,6.2,8.6,11,79.4,9.5,7,32.9,37.6,77.9,10.1,23.3,10.3,18.9,34.3,2.7,81.2,6.6
47157021342,47157021342,TN,Tennessee,Shelby,77.3,23.9,16,5.1,6,88.6,85.4,2.2,70.6,34.4,28.7,4.7,9.2,13.4,74.1,8.9,9.8,29.4,30.9,78.4,11.7,26,9.8,20.1,40.1,2.4,75.9,7.8
47157021351,47157021351,TN,Tennessee,Shelby,78.3,30.1,14.6,6.1,9,88.6,87.2,2.7,72.2,36.4,27.4,6.6,8.4,11.4,77.5,9.4,8.3,32.1,35.8,77.1,10.3,22.7,10.4,20.3,34.5,2.9,81,7.8
47157021352,47157021352,TN,Tennessee,Shelby,77.8,28.3,16,5.5,8.1,89.7,88.4,2.4,72.7,37.9,30.6,5.5,8.5,11.2,80.2,8.8,6.7,30.3,35.8,77.2,10.3,23.4,9.9,18.2,34.9,2.4,79.7,5.8
47157021353,47157021353,TN,Tennessee,Shelby,77,26.3,16.3,5.2,6.9,89.4,87.9,2.2,70,36.4,30.7,5,8.6,11.5,79.6,8.6,6.8,29.2,35.2,78.2,10.5,23.8,9.7,17.7,35.8,2.2,78.2,5.9
47157021410,47157021410,TN,Tennessee,Shelby,78.4,30.2,15.2,6.2,8.9,89,88.1,2.6,72.5,37.6,29.7,6.5,8.5,11.6,78.8,9.5,7.4,32.5,37.1,75.9,10.3,23.2,10.4,19.2,34.3,2.8,81.1,7
47157021420,47157021420,TN,Tennessee,Shelby,77.8,30.4,15.3,6.6,8.4,88.6,87.6,2.7,70.9,35.3,28.5,6.5,8.8,13.2,76.4,9.9,8.1,32,36.5,77,11.1,25,11.1,20.7,35.8,2.9,80.2,7.8
47157021430,47157021430,TN,Tennessee,Shelby,78.1,30.1,15.5,6.5,8.6,88.7,87.6,2.6,72.9,36.9,29.9,6.5,8.7,12.6,77.4,9.7,8,32.6,36.9,76.2,10.8,24.1,10.6,19.7,35.1,2.8,80.6,7.3
47157021510,47157021510,TN,Tennessee,Shelby,78.5,23.4,14.8,5.5,4.8,88.6,83.6,2.4,66.3,30.4,24.8,4.3,10.8,17.6,65.8,10.4,13.7,32.5,28.5,79.4,14.2,32.2,11.5,25.8,46.5,2.7,74.6,12.3
47157021520,47157021520,TN,Tennessee,Shelby,76.7,21.7,16,4.1,5.7,89.1,86,2,70.7,36.1,29.4,4,8.4,11.4,76.9,8,8.7,27.5,29.8,78.8,10.1,24,8.4,18.4,38.8,2,75.6,6.5
47157021530,47157021530,TN,Tennessee,Shelby,76.2,25.2,17,5.1,6.9,89.7,86.9,2.1,70.8,37.7,30.5,4.7,8.4,11.9,79.2,8,7.6,28.3,33.5,77,10.3,23.3,9.2,17.9,35.8,2.2,77.1,6.4
47157021540,47157021540,TN,Tennessee,Shelby,74.8,23.1,17.9,4.8,5.9,89.9,86.5,1.9,69,36.6,30.2,4.1,8.6,13,78.4,7.3,7.8,25.4,31.2,77.4,11.1,24.1,9.2,17.9,37.2,1.9,73.8,6.4
47157021611,47157021611,TN,Tennessee,Shelby,75,27.7,17.1,7,6.9,87.5,84,2.4,66.5,33.2,26,5.8,9.5,16.8,72.2,9.2,10.5,29.7,34,75.4,13.5,26,12,22.8,38,2.7,77,10.9
47157021612,47157021612,TN,Tennessee,Shelby,74.9,26.4,18.2,6.1,6.8,89,84.8,2.2,69.1,35.6,28.7,5.1,9.1,15.3,75.8,8.3,9.2,28.3,33.3,75.8,12.4,25.3,10.6,20.1,37.2,2.4,76,8.5
47157021613,47157021613,TN,Tennessee,Shelby,74.1,24.2,18.6,5.6,6.1,89.2,84.3,2,67.4,35.5,28.7,4.6,9,15.2,75.7,7.7,9.2,26.6,31.8,75.9,12.7,25,10.4,19.8,38,2.1,74.1,8.6
47157021620,47157021620,TN,Tennessee,Shelby,77.7,29.7,14,8.6,6.2,85.3,81.3,3.2,63.2,26.6,21.2,6.8,11.3,21.6,59.5,13.7,16.8,37.6,34,78.5,16.4,33.2,15.5,31.7,45.3,4.1,78.9,19.2
47157021710,47157021710,TN,Tennessee,Shelby,77.1,23.1,13.5,7.9,3.3,81.7,74.3,2.9,54.6,20.8,17.4,4.9,13.6,28.8,44.7,12.8,24.3,34.9,26.3,79.6,22.6,40.6,17.3,38.2,53.4,3.6,69.5,28
47157021721,47157021721,TN,Tennessee,Shelby,78.4,26.8,12.4,8.9,4.4,83,75.4,3.5,55,21.7,16.4,6.5,13.2,27.3,45.3,15.2,23.9,40.1,30.5,80.2,20.8,40.5,18,38.6,52.1,4.5,74.5,28.9
47157021724,47157021724,TN,Tennessee,Shelby,78.5,23.9,14,6.4,4.3,87.3,80,2.7,61.9,25.5,20.6,4.6,11.9,21.7,57,12.3,19.7,36.1,28.7,80.5,17,35.9,14,31.7,49.9,3.3,74.2,18.7
47157021725,47157021725,TN,Tennessee,Shelby,76.3,18.8,15.3,5.7,2.9,84.5,75.7,2.2,57.5,23.1,19.8,3.4,12.5,24.2,51.8,9.8,21.8,30.3,23.1,80.5,19.5,37,13.4,32,51.6,2.6,65.4,21
47157021726,47157021726,TN,Tennessee,Shelby,81.3,32.2,11.2,9.6,8,84.3,79.4,4.3,59.3,25.8,16.5,9.8,11.7,19.4,53.7,14.5,21.1,41.5,32.9,79.1,17,33.4,17,35.9,46,5.5,78.7,23.7
47157021731,47157021731,TN,Tennessee,Shelby,76,26.7,12.9,9.8,3.8,81.9,74.6,3.6,51.9,18.3,16.2,6.5,13.5,30.9,40.5,16.5,30,38.5,30.2,78.8,22.2,42.2,19.9,42.7,52.8,4.8,73.6,34.7
47157021732,47157021732,TN,Tennessee,Shelby,77.5,23.9,13.6,7.5,3.5,84.4,76.3,2.9,55.9,21.6,18.6,4.8,13.1,27.2,47.4,13.3,22.9,36.6,27.6,80,20.7,40.6,16.6,36.4,53.1,3.7,71.6,24.8
47157021741,47157021741,TN,Tennessee,Shelby,77.6,25.3,13.4,7.8,3.8,86,78.2,3,55.8,21.7,18.5,5.2,12.7,27.2,48.4,14.2,22.9,38.3,29.2,80.2,19.7,41.1,17,36.9,52.5,3.8,73.9,24.4
47157021744,47157021744,TN,Tennessee,Shelby,79.2,26.3,13.8,6.9,4.9,88.1,83.5,2.8,62.9,26,21.4,5.2,11.7,21.3,59.3,13.3,18,36.9,30.3,79.5,16,35.9,14.2,31.3,49.2,3.6,76.5,17.1
47157021745,47157021745,TN,Tennessee,Shelby,79.7,24,14.5,5.6,4.8,89.3,84.5,2.5,66.2,27.9,23.9,4.3,11.1,17.9,65.5,11.5,14.7,35.6,29.2,80.7,14.2,33.7,11.9,26.5,47.6,3,76.2,13.2
47157021746,47157021746,TN,Tennessee,Shelby,79.3,24.2,14,6.3,4.3,87.6,81.3,2.6,63.5,25.6,21.4,4.3,12.1,21.3,58.7,12.1,17.5,36.5,28.4,80.2,16.7,36.6,13.5,30.3,50.3,3.3,74.5,17.3
47157021747,47157021747,TN,Tennessee,Shelby,77.9,26,13.3,8,4,86.1,79.3,3,56.9,21.4,18.8,5.4,12.6,27,49.1,14.6,22.5,39,30,80,19.2,40.5,16.9,36.9,52.3,4,75,23.9
